"disciplina_id","1 - as VA utilizaram slides com textos e imagens que favoreceram a aprendizagem.","2 - as VA utilizaram materiais relevantes e atualizados que geram engajamento.","3 - as VA foram objetivas e aproveitaram bem o tempo.","4 - as VA foram ministradas com boa dicção, clareza e segurança na exposição dos conteúdos.","5 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","6 - as AC favoreceram a colaboração, induzindo a troca de conhecimentos e experiências entre os alunos.","7 - as AC foram compatíveis com o tempo disponível.","8 - as AC foram relevantes para a compreensão dos conteúdos.","9 - as AC contaram com Roteiros claros e completos, incluindo Apresentação, Objetivos, Descrição e Critérios de Avaliação.","10 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","11 - as AI favoreceram a sua imersão nos conteúdos, induzindo a aprendizagem autônoma.","12 - as AI foram compatíveis com o tempo disponível.","13 - as AI foram relevantes para a compreensão do conteúdo.","14 - as AI contaram com Roteiros claros e completos, incluindo Apresentação, Objetivos, Descrição e Critérios de Avaliação.","15 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","16 - os FD foram abertos com questões geradoras de discussões ricas e relevantes.","17 - os FD foram bem conduzidos e avaliados, com intervenções que proporcionaram a sua aprendizagem.","18 - os FD contaram com materiais e orientações suficientes para a sua participação.","19 - os FD foram devidamente finalizados, com destaques para os principais conteúdos e participações da turma.","20 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","21 - os WB esclareceram suas dúvidas por meio de uma interação ao vivo.","22 - os WB forneceram feedbacks sobre o andamento da disciplina e o desempenho da turma.","23 - os WB colaboraram com a sua aprendizagem.","24 - os WB desempenharam papel importante na revisão dos conteúdos para as Avaliações Presenciais.","25 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","26 - as AS contiveram questões condizentes com o conteúdo ministrado.","27 - as AS foram compatíveis com o tempo disponível.","28 - as AS priorizaram a construção do conhecimento em detrimento da memorização.","29 - as AS apresentaram níveis de dificuldade compatíveis com o nível trabalhado na disciplina.","30 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","31 - as SV disponibilizaram de forma apropriada o plano de ensino e as informações sobre conteúdos, objetivos, metodologia e critérios de avaliação da disciplina.","32 - as SV atenderam às suas necessidades de aprendizagem, apresentando um formato intuitivo e didático.","33 - as SV foram dinâmicas e devidamente atualizadas durante a disciplina.","34 - as SV viabilizam a articulação entre a teoria X prática dos conteúdos.","35 - as SV foram ambientes de interações respeitosas e éticas entre alunos e professores.","36 - as SV relacionaram os conteúdos das disciplinas com a atuação profissional.","37 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","polo","curso","nome"
"","Concordo","Concordo","Concordo","Concordo","amei","Concordo","Concordo","Concordo","Concordo","adorei","Concordo","Concordo","Concordo","Concordo","gostei","Concordo","Concordo","Concordo","Concordo","excelente","Concordo","Concordo","Concordo","Concordo","maravilhosa","Concordo","Concordo","Concordo","Concordo","otimo","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","bom","Várzea da Palma","[D20] - Pesquisa em Educação - Pedagogia","Paloma Emanuelle"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Várzea da Palma","[D20] - Pesquisa em Educação - Pedagogia","SILVIA CRISTINA PEREIRA MENDES DOS REIS"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo plenamente","sem resposta","Várzea da Palma","[D20] - Pesquisa em Educação - Pedagogia","SILVIA CRISTINA PEREIRA MENDES DOS REIS"
"","Concordo","Concordo","Concordo","Discordo totalmente","sem resposta","Concordo","Concordo plenamente","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Não concordo nem discordo","Algumas AI solicitadas foram complexas em relação ao conteúdo ministrado em sala de aula.","Concordo","Concordo","Concordo","Concordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Brasília de Minas","[D16] - Desenvolvimento de Sites para WEB - Sistemas para Internet","MARCOS ANTONIO ANTUNES DE QUEIROZ"
"","Concordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Discordo","Discordo","Discordo","o tempo as vezes é muito pouco para as postagens e nem sempre sabemos se a atividade está correta","Concordo","Concordo","Concordo","Concordo","acho que o formato é repetitivo em algumas disciplina onde foi apresentado um formato diferente como história da educação por exemplo fica mais interessante","Discordo","Discordo","Concordo","Discordo","a maioria dos fóruns são pesquisas enormes com as mesma resposta , que não contribui em nada para,o objetivo do fórum que é a discussão e a interação com os colegas","Discordo","Discordo","Discordo","Discordo","sem resposta","Não concordo nem discordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","Acho muito errado não termos acesso ao gabarito da prova pois seria uma maneira de saber o que acertamos na prova","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Nova Serrana","[D20] - Pesquisa em Educação - Pedagogia","LEILA LEITICIA DIAS PEREIRA"
"","Concordo plenamente","Concordo","Não concordo nem discordo","Concordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Concordo","sem resposta","Concordo","Não concordo nem discordo","Não concordo nem discordo","Discordo","sem resposta","Concordo plenamente","Concordo","Não concordo nem discordo","Concordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Discordo","Não concordo nem discordo","A webnar deveria ser em um horário mais acessível já que normalmente todos estão trabalhando no momento da webnar.","Não concordo nem discordo","Discordo","Concordo","Discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Monte Azul","[D20] - Pesquisa em Educação - Pedagogia","BRUNA NÁTHALYE SOARES MARTINS"
"","Concordo plenamente","Não concordo nem discordo","Não concordo nem discordo","Concordo plenamente","njbffber","Concordo plenamente","Concordo plenamente","Concordo plenamente","Não concordo nem discordo","xfljh","Não concordo nem discordo","Não concordo nem discordo","Concordo","Concordo","efuvruo3","Concordo plenamente","Não concordo nem discordo","Concordo plenamente","Concordo plenamente","dfwhefw","Discordo totalmente","Discordo","Discordo","Discordo totalmente","jvulhj","Discordo totalmente","Concordo","Não concordo nem discordo","Discordo totalmente","wjbfierjtw","Concordo plenamente","Concordo","Discordo totalmente","Não concordo nem discordo","Concordo plenamente","Discordo totalmente","ashdbw","Buritis","[D15] - Metodologia do Futsal - Educação Física","ELIS REGINA PEREIRA DO VALE"
"","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Tudo maravilhoso","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Tudo bom","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Não tenho nada a reclamar","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Tudo muito organizado","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Tudo organizado","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Não tenho nada a reclamar está suprindo minhas necessidades","Urucuia","[D20] - Pesquisa em Educação - Pedagogia","IRENE ALVES BARBOSA"
"","Concordo","Discordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Brasília de Minas","[D16] - Desenvolvimento de Sites para WEB - Sistemas para Internet","LUCIANE RODRIGUES SIQUEIRA"
"","Não concordo nem discordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Discordo","Concordo","Concordo","sem resposta","Concordo plenamente","Não concordo nem discordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Brasília de Minas","[D16] - Desenvolvimento de Sites para WEB - Sistemas para Internet","VITOR MANOEL FERREIRA  MENDES"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Concordo","A correção das mesmas não são disponibilizadas.","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Brasília de Minas","[D16] - Desenvolvimento de Sites para WEB - Sistemas para Internet","EVERTON DURÃES VIEIRA"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Não concordo nem discordo","Discordo","Não concordo nem discordo","Discordo","sem resposta","Não concordo nem discordo","Concordo","Concordo","Concordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Concordo","Não concordo nem discordo","sem resposta","Concordo plenamente","Concordo","Concordo","Concordo","sem resposta","Não concordo nem discordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Buritis","[D20] - Pesquisa em Educação - Pedagogia","Maíra De Souza Amorim"
"","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Eu gostaria de saber o porquê das minhas notas, principalmente quando a nota é baixa.","Concordo plenamente","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo plenamente","Concordo","sem resposta","Concordo","Discordo","Concordo","Concordo","Gostaria de ter o gabarito das minhas avaliações.","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Monte Azul","[D20] - Pesquisa em Educação - Pedagogia","JOÃO IGOR GUIMARÃES SILVA"
"","Concordo","Concordo","Discordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Discordo totalmente","sem resposta","Concordo plenamente","Concordo","Não concordo nem discordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo plenamente","Gostaria de receber o gabarito das provas","Concordo","Concordo","Concordo","Concordo plenamente","Concordo","Concordo","sem resposta","Monte Azul","[D20] - Pesquisa em Educação - Pedagogia","LUCIANA MARIA DE OLIVEIRA TIAGO"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Monte Azul","[D20] - Pesquisa em Educação - Pedagogia","LUCIANA MARIA DE OLIVEIRA TIAGO"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo plenamente","Concordo plenamente","Concordo","Concordo plenamente","sem resposta","Concordo","Concordo plenamente","Concordo plenamente","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Monte Azul","[D20] - Pesquisa em Educação - Pedagogia","WANUSA RINELLY TOLENTINO BARBOSA"
"","Concordo","Concordo","Concordo","Discordo","sem resposta","Concordo","Discordo totalmente","Concordo","Não concordo nem discordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Monte Azul","[D20] - Pesquisa em Educação - Pedagogia","SILVIA CRISTINA ARAGÃO OLIVEIRA"
"","Concordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Não concordo nem discordo","Nem todas as AC apresenta roteiros claros.","Concordo","Concordo","Não concordo nem discordo","Discordo","sem resposta","Não concordo nem discordo","Discordo","Concordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Concordo","sem resposta","Não concordo nem discordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Discordo","Não concordo nem discordo","Concordo","Não concordo nem discordo","sem resposta","Buritis","[D20] - Pesquisa em Educação - Pedagogia","ANALICIA DOS REIS DE FARIA"
"","Concordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Buritis","[D20] - Pesquisa em Educação - Pedagogia","LUCIENE DE SOUZA BARROS"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Monte Azul","[D20] - Pesquisa em Educação - Pedagogia","LAIS CRISTINA AGUIAR FREITAS"
"","Concordo","Concordo","Concordo","Concordo","as vídeo aulas ajudam bastante,esclarece duvidas","Concordo","Concordo","Concordo","Concordo","interagimos um com outro e esclarecemos as duvidas","Concordo","Concordo","Concordo","Concordo","uma maneira para que possamos individualmente buscar pesquisar e entender o conteúdo","Concordo","Concordo","Concordo","Concordo","Nos fóruns com a participação de todos vemos ideias diferentes ,gerando discussões ricas sobre a matéria levando a aprendizagem.","Concordo","Concordo","Concordo","Concordo","esclarece muito as duvidas de todos os que participam,fazendo uma grande revisão para a avaliação","Concordo","Concordo","Concordo","Concordo","questões dentro do conteúdo trabalhado","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","atenderam todas minhas necessidades,relacionadas a matéria","Buritis","[D20] - Pesquisa em Educação - Pedagogia","DENISE FERNANDES"
"","Concordo","Concordo","Concordo","Não concordo nem discordo","acho que os tutores precisão se organizar mais em questao de dar as notas no tempo certo pois tenho notas de matérias que ja finalizei e passei mais ainda nao aparecem minhas notas lançadas.","Concordo","Concordo","Concordo","Concordo","nada a declarar","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","acho que todas as materias deveriam ter wb pois ja teve materias que nao tiveram","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Buritis","[D20] - Pesquisa em Educação - Pedagogia","MARIA CLARA DA SILVA LIMA"
